q1,v1,q2,v2,viable
2.356194490192345,0.0,2.356194490192345,0.0,1.0
2.356194490192345,0.0,2.356194490192345,2.0,1.0
2.356194490192345,0.0,2.356194490192345,4.0,1.0
2.356194490192345,0.0,2.356194490192345,6.0,1.0
2.356194490192345,0.0,2.356194490192345,8.0,1.0
2.356194490192345,0.0,2.356194490192345,10.0,1.0
2.356194490192345,0.0,2.5132741228718345,-2.0,1.0
2.356194490192345,0.0,2.5132741228718345,0.0,1.0
2.356194490192345,0.0,2.5132741228718345,2.0,1.0
2.356194490192345,0.0,2.5132741228718345,4.0,1.0
2.356194490192345,0.0,2.5132741228718345,6.0,1.0
2.356194490192345,0.0,2.5132741228718345,8.0,1.0
2.356194490192345,0.0,2.5132741228718345,10.0,1.0
2.356194490192345,0.0,2.670353755551324,-4.0,1.0
2.356194490192345,0.0,2.670353755551324,-2.0,1.0
2.356194490192345,0.0,2.670353755551324,0.0,1.0
2.356194490192345,0.0,2.670353755551324,2.0,1.0
2.356194490192345,0.0,2.670353755551324,4.0,1.0
2.356194490192345,0.0,2.670353755551324,6.0,1.0
2.356194490192345,0.0,2.670353755551324,8.0,1.0
2.356194490192345,0.0,2.670353755551324,10.0,1.0
2.356194490192345,0.0,2.827433388230814,-4.0,1.0
2.356194490192345,0.0,2.827433388230814,-2.0,1.0
2.356194490192345,0.0,2.827433388230814,0.0,1.0
2.356194490192345,0.0,2.827433388230814,2.0,1.0
2.356194490192345,0.0,2.827433388230814,4.0,1.0
2.356194490192345,0.0,2.827433388230814,6.0,1.0
2.356194490192345,0.0,2.827433388230814,8.0,1.0
2.356194490192345,0.0,2.827433388230814,10.0,1.0
2.356194490192345,0.0,2.9845130209103035,-6.0,1.0
2.356194490192345,0.0,2.9845130209103035,-4.0,1.0
2.356194490192345,0.0,2.9845130209103035,-2.0,1.0
2.356194490192345,0.0,2.9845130209103035,0.0,1.0
2.356194490192345,0.0,2.9845130209103035,2.0,1.0
2.356194490192345,0.0,2.9845130209103035,4.0,1.0
2.356194490192345,0.0,2.9845130209103035,6.0,1.0
2.356194490192345,0.0,2.9845130209103035,8.0,1.0
2.356194490192345,0.0,2.9845130209103035,10.0,1.0
2.356194490192345,0.0,3.141592653589793,-6.0,1.0
2.356194490192345,0.0,3.141592653589793,-4.0,1.0
2.356194490192345,0.0,3.141592653589793,-2.0,1.0
2.356194490192345,0.0,3.141592653589793,0.0,1.0
2.356194490192345,0.0,3.141592653589793,2.0,1.0
2.356194490192345,0.0,3.141592653589793,4.0,1.0
2.356194490192345,0.0,3.141592653589793,6.0,1.0
2.356194490192345,0.0,3.141592653589793,8.0,1.0
2.356194490192345,0.0,3.141592653589793,10.0,1.0
2.356194490192345,0.0,3.2986722862692828,-8.0,1.0
2.356194490192345,0.0,3.2986722862692828,-6.0,1.0
2.356194490192345,0.0,3.2986722862692828,-4.0,1.0
2.356194490192345,0.0,3.2986722862692828,-2.0,1.0
2.356194490192345,0.0,3.2986722862692828,0.0,1.0
2.356194490192345,0.0,3.2986722862692828,2.0,1.0
2.356194490192345,0.0,3.2986722862692828,4.0,1.0
2.356194490192345,0.0,3.2986722862692828,6.0,1.0
2.356194490192345,0.0,3.2986722862692828,8.0,1.0
2.356194490192345,0.0,3.4557519189487724,-8.0,1.0
2.356194490192345,0.0,3.4557519189487724,-6.0,1.0
2.356194490192345,0.0,3.4557519189487724,-4.0,1.0
2.356194490192345,0.0,3.4557519189487724,-2.0,1.0
2.356194490192345,0.0,3.4557519189487724,0.0,1.0
2.356194490192345,0.0,3.4557519189487724,2.0,1.0
2.356194490192345,0.0,3.4557519189487724,4.0,1.0
2.356194490192345,0.0,3.4557519189487724,6.0,1.0
2.356194490192345,0.0,3.612831551628262,-10.0,1.0
2.356194490192345,0.0,3.612831551628262,-8.0,1.0
2.356194490192345,0.0,3.612831551628262,-6.0,1.0
2.356194490192345,0.0,3.612831551628262,-4.0,1.0
2.356194490192345,0.0,3.612831551628262,-2.0,1.0
2.356194490192345,0.0,3.612831551628262,0.0,1.0
2.356194490192345,0.0,3.612831551628262,2.0,1.0
2.356194490192345,0.0,3.612831551628262,4.0,1.0
2.356194490192345,0.0,3.7699111843077517,-10.0,1.0
2.356194490192345,0.0,3.7699111843077517,-8.0,1.0
2.356194490192345,0.0,3.7699111843077517,-6.0,1.0
2.356194490192345,0.0,3.7699111843077517,-4.0,1.0
2.356194490192345,0.0,3.7699111843077517,-2.0,1.0
2.356194490192345,0.0,3.7699111843077517,0.0,1.0
2.356194490192345,0.0,3.7699111843077517,2.0,1.0
2.356194490192345,0.0,3.9269908169872414,-10.0,1.0
2.356194490192345,0.0,3.9269908169872414,-8.0,1.0
2.356194490192345,0.0,3.9269908169872414,-6.0,1.0
2.356194490192345,0.0,3.9269908169872414,-4.0,1.0
2.356194490192345,0.0,3.9269908169872414,-2.0,1.0
2.356194490192345,0.0,3.9269908169872414,0.0,1.0
2.356194490192345,2.0,2.356194490192345,0.0,1.0
2.356194490192345,2.0,2.356194490192345,2.0,1.0
2.356194490192345,2.0,2.356194490192345,4.0,1.0
2.356194490192345,2.0,2.356194490192345,6.0,1.0
2.356194490192345,2.0,2.356194490192345,8.0,1.0
2.356194490192345,2.0,2.356194490192345,10.0,1.0
2.356194490192345,2.0,2.5132741228718345,-4.0,1.0
2.356194490192345,2.0,2.5132741228718345,-2.0,1.0
2.356194490192345,2.0,2.5132741228718345,0.0,1.0
2.356194490192345,2.0,2.5132741228718345,2.0,1.0
2.356194490192345,2.0,2.5132741228718345,4.0,1.0
2.356194490192345,2.0,2.5132741228718345,6.0,1.0
2.356194490192345,2.0,2.5132741228718345,8.0,1.0
2.356194490192345,2.0,2.5132741228718345,10.0,1.0
2.356194490192345,2.0,2.670353755551324,-6.0,1.0
